"","SAMPLID","AREA","OLD_SAMP","SDATE","SPEC","SAMP_TYPE","GEAR","BD","LAT","LON","LF_SAMPLER","FISHING_VESSEL_1","FISHING_VESSEL_2","FISHING_VESSEL_3","CARRIER","FOREIGN_VESSEL","CRUISE","SETNO","COMMENTS","PLANT","AGER1","AGER2","MARKET_WEIGHT_KG","HOW_LF_OBTAINED","HOW_DETAIL_OBTAINED","DETAIL_SAMPLER","WEIR_CODE"
"78",20201072,467,NA,2020-10-20,60,5,2,0,4437.16,6637.21,"Dale Knickle","Lady Melissa",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS","Atlantic Catch Data",NA,NA,26000,NA,NA,NA,NA
"79",20201073,467,NA,2020-10-20,60,5,2,0,4436.82,6638.21,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS","Atlantic Catch Data",NA,NA,41000,NA,NA,NA,NA
"80",20201074,467,NA,2020-10-20,60,5,2,0,4430,6637,"Dale Knickle","Tasha Marie",NA,NA,NA,NA,NA,NA,"White Head Island, 4XS","Atlantic Catch Data",NA,NA,45000,NA,NA,NA,NA
"81",20201075,463,NA,2020-10-20,60,4,8,0,4403,6431,"Chris and Devin","Nora J",NA,NA,NA,NA,NA,NA,"Liverpool, graded sample?, Used Nora J","Cape Breeze Seafoods",NA,NA,8350,NA,NA,NA,NA
"82",20201076,463,NA,2020-10-20,60,4,8,0,4405.75,6427.5,"Wendy Deveau","Better on the Ebb",NA,NA,NA,NA,NA,NA,"Little Hope","Scotia Garden Seafood Inc.",NA,NA,10000,NA,NA,NA,NA
"83",20201135,NA,NA,2020-08-22,60,4,8,1,NA,NA,NA,"Double Don III",NA,NA,NA,NA,NA,NA,"Caught from Trinity",NA,"LC",NA,232,NA,NA,"Claire Neufeld",NA
"84",20201136,NA,NA,2020-09-11,60,4,8,1,NA,NA,NA,"Double Don III",NA,NA,NA,NA,NA,NA,"Catch from Trinity",NA,"LC",NA,15,NA,NA,"Claire Neufeld",NA
"85",20201010,463,NA,2020-10-10,60,4,8,0,4400,6437,"Wendy Deveau","Double or Nothin",NA,NA,NA,NA,NA,NA,"Little Hope","Scotia Garden Seafood Inc.",NA,NA,10000,NA,NA,NA,NA
"86",20201011,465,NA,2020-10-12,60,5,2,0,4319,6620,"Emerson Tel","Fundy Monarch",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,37000,NA,NA,NA,NA
"87",20201012,465,NA,2020-10-12,60,5,2,0,4324.2,6605.9,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, carried for Sealife II, 1 of 2","Atlantic Catch Data",NA,NA,44000,NA,NA,NA,NA
"88",20201013,465,NA,2020-10-12,60,5,2,0,4318.16,6617.88,"Dale Knickle","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 3","Atlantic Catch Data",NA,NA,27333,NA,NA,NA,NA
"89",20201014,465,NA,2020-10-12,60,4,2,1,4317.9,6617.88,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2; Ager1_Reading2 is LC","Scotia Garden Seafood Inc.","LC",NA,47500,NA,NA,"Claire Neufeld",NA
"90",20201015,465,NA,2020-10-12,60,5,2,0,4317.9,6617.88,"Emerson Tel","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,47500,NA,NA,NA,NA
"91",20201016,465,NA,2020-10-12,60,4,2,0,4318,6618,"Chris and Devin","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Cape Breeze Seafoods",NA,NA,16500,NA,NA,NA,NA
"92",20201017,465,NA,2020-10-12,60,5,2,0,4318,6618,"Emerson Tel","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,16500,NA,NA,NA,NA
"93",20201018,465,NA,2020-10-12,60,4,2,1,4324.2,6605.9,"Nicole Comeau","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2; Ager1_Reading2 is LC","Comeau's Sea Foods Ltd.","LC",NA,63000,NA,NA,"Claire Neufeld",NA
"94",20201019,465,NA,2020-10-12,60,5,2,0,4324.2,6605.9,"Heather Perry","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,63000,NA,NA,NA,NA
"95",20201020,463,NA,2020-10-12,60,4,8,0,4400,6434,"Chris and Devin","Unknown",NA,NA,NA,NA,NA,NA,"Liverpool","Cape Breeze Seafoods",NA,NA,10000,NA,NA,NA,NA
"96",20201021,463,NA,2020-10-12,60,4,8,1,4400,6438,"Wendy Deveau","Double or Nothin",NA,NA,NA,NA,NA,NA,"Little Hope","Scotia Garden Seafood Inc.","LC",NA,10000,NA,NA,"Claire Neufeld",NA
"97",20200015,463,NA,2020-03-08,60,2,3,1,4318.67,6502.49,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",1,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"98",20200016,463,NA,2020-03-08,60,2,3,1,4309.62,6512.5,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",2,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"99",20200017,463,NA,2020-03-08,60,2,3,1,4303.05,6521.91,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",3,"Spring Ecosystem Survey 4x5yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"100",20200018,462,NA,2020-03-08,60,2,3,1,4248.63,6456.51,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",5,"Spring Ecosystem Survey 4x5yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"101",20200019,462,NA,2020-03-08,60,2,3,1,4243.45,6441.22,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",6,"Spring Ecosystem Survey 4x5yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"102",20200020,462,NA,2020-03-09,60,2,3,1,4253.26,6445.37,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",7,"Spring Ecosystem Survey 4x5yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"103",20200021,462,NA,2020-03-09,60,2,3,1,4257.46,6447.02,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",8,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"104",20200022,464,NA,2020-03-13,60,2,3,1,4234.28,6715.59,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",10,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"105",20200843,465,NA,2020-09-10,60,4,2,0,4353,6630.31,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"Lurcher, 4XR, 1 of 3","Scotia Garden Seafood Inc.",NA,NA,18667,NA,NA,NA,NA
"106",20200844,465,NA,2020-09-10,60,5,2,0,4353,6630.31,"Sophia Tomson","Morning Star",NA,NA,NA,NA,NA,NA,"Lurcher, 4XR, 2 of 3","Atlantic Catch Data",NA,NA,18667,NA,NA,NA,NA
"107",20200845,465,NA,2020-09-10,60,5,2,0,4350.82,6630.3,"Dale Knickle","Sealife II",NA,NA,NA,NA,NA,NA,"Lurcher, 4XQ","Atlantic Catch Data",NA,NA,107000,NA,NA,NA,NA
"108",20200861,467,NA,2020-09-13,60,4,1,1,4446.59,6645.18,"Andrew Vandenbergh",NA,NA,NA,"Silver King",NA,NA,NA,"Jubilee #345, NB weir; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","LC",NA,39370,NA,NA,"Claire Neufeld",345
"109",20200862,465,NA,2020-09-14,60,5,2,0,4317.17,6621.66,"Sophia Tomson","Brunswick Provider",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,64000,NA,NA,NA,NA
"110",20200863,465,NA,2020-09-14,60,4,2,0,4327,6620,"Walter Beach","Canada 100",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Connors #10, Blacks Harbour",NA,NA,22000,NA,NA,NA,NA
"111",20200868,465,NA,2020-09-14,60,4,2,1,4327,6621.7,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2; Ager1_Reading2 is LC","Scotia Garden Seafood Inc.","LC",NA,29500,NA,NA,"Claire Neufeld",NA
"112",20200869,465,NA,2020-09-14,60,5,2,0,4327,6621.7,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,29500,NA,NA,NA,NA
"113",20200870,465,NA,2020-09-14,60,4,2,0,4326,6622,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,11000,NA,NA,NA,NA
"114",20200871,465,NA,2020-09-14,60,5,2,0,4326,6622,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,11000,NA,NA,NA,NA
"115",20200872,465,NA,2020-09-14,60,6,2,0,4315.6,6622,"Nicole Comeau","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Comeau's Sea Foods Ltd.",NA,NA,34000,NA,NA,NA,NA
"116",20200873,465,NA,2020-09-14,60,5,2,0,4315.6,6622,"Sophia Tomson","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,34000,NA,NA,NA,NA
"117",20200874,465,NA,2020-09-15,60,4,2,0,4316.07,6621.65,"Nicole Comeau","Lady Janice II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Comeau's Sea Foods Ltd.",NA,NA,4500,NA,NA,NA,NA
"118",20200875,465,NA,2020-09-15,60,5,2,0,4316.07,6621.65,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,4500,NA,NA,NA,NA
"119",20200876,465,NA,2020-09-15,60,4,2,0,4316.1,6621.81,"Nicole Comeau","Lady Melissa",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Comeau's Sea Foods Ltd.",NA,NA,13000,NA,NA,NA,NA
"120",20200877,465,NA,2020-09-15,60,4,2,0,4316.1,6621.6,"Wendy Deveau","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 2","Scotia Garden Seafood Inc.",NA,NA,24500,NA,NA,NA,NA
"121",20200878,465,NA,2020-09-15,60,5,2,0,4316.1,6621.6,"Dale Knickle","Leroy and Barry II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,24500,NA,NA,NA,NA
"122",20200879,465,NA,2020-09-15,60,4,2,0,4315,6621,"Chris and Devin","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 1 of 3","Cape Breeze Seafoods",NA,NA,23000,NA,NA,NA,NA
"123",20200880,465,NA,2020-09-15,60,4,2,0,4315,6621,"Wendy Deveau","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 3","Scotia Garden Seafood Inc.",NA,NA,23000,NA,NA,NA,NA
"124",20200881,465,NA,2020-09-15,60,5,2,0,4315,6621,"Dale Knickle","Morning Star",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 3 of 3","Atlantic Catch Data",NA,NA,23000,NA,NA,NA,NA
"125",20200882,465,NA,2020-09-15,60,5,2,0,4315.35,6620.84,"Dale Knickle","Sealife II",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ","Atlantic Catch Data",NA,NA,23000,NA,NA,NA,NA
"126",20200883,463,NA,2020-09-15,60,4,8,1,4355.77,6442.65,"Wendy Deveau","Better on the Ebb",NA,NA,NA,NA,NA,NA,"Port Mouton","Scotia Garden Seafood Inc.","LC",NA,8000,NA,NA,"Claire Neufeld",NA
"127",20201103,465,NA,2020-10-27,60,4,2,1,4312.6,6619.1,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"below German Bank, 4XQ, 1 of 2; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","LC",NA,65500,NA,NA,"Claire Neufeld",NA
"128",20201104,465,NA,2020-10-27,60,5,2,0,4312.6,6619.1,"Ed Blackier","Fundy Monarch",NA,NA,NA,NA,NA,NA,"below German Bank, 4XQ, 2 of 2, Tally #79","Atlantic Catch Data",NA,NA,65500,NA,NA,NA,NA
"129",20201142,463,NA,2020-10-02,60,4,8,1,4351,6445,"Lynn Collier","Atlantic Star",NA,NA,NA,NA,NA,NA,"Little Hope Survey Sample",NA,"LC",NA,138,NA,NA,"Lynn Collier",NA
"130",20201143,463,NA,2020-10-12,60,4,8,1,4351,6445,"Lynn Collier","Atlantic Star",NA,NA,NA,NA,NA,NA,"Little Hope Survey Sample",NA,"LC",NA,261,NA,NA,"Lynn Collier",NA
"131",20201144,463,NA,2020-10-22,60,4,8,1,4353,6443,"Lynn Collier","Atlantic Star",NA,NA,NA,NA,NA,NA,"Little Hope Survey Sample",NA,"LC",NA,356,NA,NA,"Lynn Collier",NA
"132",20200364,466,NA,2020-07-20,60,4,2,0,4419,6621,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,32500,NA,NA,NA,NA
"133",20200864,465,NA,2020-09-14,60,5,2,0,4327,6620,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"German Bank, 4XQ, 2 of 2","Atlantic Catch Data",NA,NA,22000,NA,NA,NA,NA
"134",20200365,466,NA,2020-07-20,60,5,2,0,4419,6621,"Dave Welch","Brunswick Provider",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,32500,NA,NA,NA,NA
"135",20200366,466,NA,2020-07-20,60,4,2,0,4419.53,6623.26,"Jaime Commerford","Canada 100",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 1 of 2","Connors #10, Blacks Harbour",NA,NA,30000,NA,NA,NA,NA
"136",20200367,466,NA,2020-07-20,60,5,2,0,4419.53,6623.26,"Dave Welch","Canada 100",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,30000,NA,NA,NA,NA
"137",20200368,466,NA,2020-07-20,60,4,2,1,4422,6623,"Ken Dougan, Connors","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 1 of 2; Ager1_Reading2 is LC","Connors #10, Blacks Harbour","DK",NA,20000,NA,NA,"Derek Knox",NA
"138",20200369,466,NA,2020-07-20,60,5,2,0,4422,6623,"Dave Welch","Fundy Monarch",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,20000,NA,NA,NA,NA
"139",20200370,466,NA,2020-07-20,60,4,2,1,4419,6621.5,"Nicole Comeau","Lady Janice II",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 1 of 2","Comeau's Sea Foods Ltd.","LC",NA,7000,NA,NA,"Claire Neufeld",NA
"140",20200371,466,NA,2020-07-20,60,5,2,0,4419,6621.5,"Dale Knickle","Lady Janice II",NA,NA,NA,NA,NA,NA,"Northwest Ledge, 4XR, 2 of 2","Atlantic Catch Data",NA,NA,7000,NA,NA,NA,NA
"141",20200628,465,NA,2020-07-24,60,2,3,1,4317.26,6728.44,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",97,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"142",20200629,465,NA,2020-07-24,60,2,3,1,4300.84,6735.72,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",98,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"143",20200631,464,NA,2020-07-24,60,2,3,1,4227.29,6715.31,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",102,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"144",20200632,464,NA,2020-07-24,60,2,3,1,4232.59,6659.12,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",103,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"145",20200633,464,NA,2020-07-25,60,2,3,1,4234.76,6646.11,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",104,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"146",20200634,551,NA,2020-07-25,60,2,3,1,4211.12,6704.29,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",108,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"147",20200635,551,NA,2020-07-25,60,2,3,1,4206.94,6702.84,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",109,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"148",20200636,463,NA,2020-07-28,60,2,3,1,4323.1,6512.39,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",132,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"149",20200637,463,NA,2020-07-28,60,2,3,1,4318.93,6450.29,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",133,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"150",20200638,463,NA,2020-07-29,60,2,3,1,4325.63,6447.35,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",134,"Ecosystem summer survey 4VWX 5Yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"151",20200639,457,NA,2020-07-29,60,2,3,1,4403.04,6226.98,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",138,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"152",20200640,457,NA,2020-07-29,60,2,3,1,4408.57,6221.14,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",139,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"153",20200641,455,NA,2020-07-29,60,2,3,1,4423.05,6205.93,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",140,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"154",20200642,455,NA,2020-07-30,60,2,3,1,4411.33,6145.71,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",141,"Ecosystem summer survey 4VWX 5Yb, fish 2 and 3 mixed",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"155",20200643,455,NA,2020-07-30,60,2,3,1,4437.93,6118.51,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",142,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"156",20200644,452,NA,2020-07-30,60,2,3,1,4440.2,6053.66,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",143,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"157",20200645,451,NA,2020-07-30,60,2,3,1,4450.44,6056.11,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",145,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"158",20200023,465,NA,2020-03-14,60,2,3,1,4335.83,6702.85,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",11,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"159",20200024,464,NA,2020-03-14,60,2,3,1,4237.37,6657.75,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",12,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"160",20200025,465,NA,2020-03-15,60,2,3,1,4304.2,6735.69,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",18,"Spring Ecosystem Survey 4x5yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"161",20200026,465,NA,2020-03-15,60,2,3,1,4305.55,6720.24,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",19,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"162",20200027,465,NA,2020-03-15,60,2,3,1,4316,6651.1,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",21,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"163",20200028,465,NA,2020-03-15,60,2,3,1,4319.55,6645,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",22,"Spring Ecosystem Survey 4x5yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"164",20200029,465,NA,2020-03-15,60,2,3,1,4324.54,6722.29,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",24,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"165",20200030,465,NA,2020-03-16,60,2,3,1,4332.16,6643.09,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",25,"Spring Ecosystem Survey 4x5yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"166",20200031,511,NA,2020-03-16,60,2,3,1,4411.29,6657.86,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",26,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"167",20200032,466,NA,2020-03-17,60,2,3,1,4414.64,6643.13,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",28,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"168",20200033,467,NA,2020-03-17,60,2,3,1,4439.58,6623.02,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",29,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"169",20200034,467,NA,2020-03-17,60,2,3,1,4455.53,6638.64,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",31,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"170",20200035,467,NA,2020-03-17,60,2,3,1,4456.92,6628.56,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",32,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"171",20200036,467,NA,2020-03-17,60,2,3,1,4454.59,6601.56,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",33,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"172",20200037,466,NA,2020-03-17,60,2,3,1,4442.72,6557.62,NA,"Teleost",NA,NA,NA,NA,"TEL2020102",35,"Spring Ecosystem Survey 4x5yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"173",20200646,451,NA,2020-07-30,60,2,3,1,4455.99,6111.19,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",146,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"174",20200647,451,NA,2020-07-31,60,2,3,1,4513.45,6028.64,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",147,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"175",20200648,451,NA,2020-07-31,60,2,3,1,4502.57,6009.51,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",149,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"176",20200649,442,NA,2020-07-31,60,2,3,1,4513.88,5935.65,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",150,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"177",20200650,442,NA,2020-07-31,60,2,3,1,4524.06,5935.55,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",154,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"178",20200651,442,NA,2020-07-31,60,2,3,1,4520.15,5951.35,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",155,"Ecosystem summer survey 4VWX 5Yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Claire Mussells",NA
"179",20200652,470,NA,2020-07-31,60,2,3,1,4543.6,5956.84,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",156,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Claire Mussells",NA
"180",20200653,470,NA,2020-08-01,60,2,3,1,4542.48,5935.18,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",157,"Ecosystem summer survey 4VWX 5Yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Claire Mussells",NA
"181",20200654,470,NA,2020-08-01,60,2,3,1,4549.4,5946.11,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",158,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"182",20200655,470,NA,2020-08-02,60,2,3,1,4700.52,6006.78,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",165,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"183",20200656,470,NA,2020-08-02,60,2,3,1,4650.15,6013.38,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",167,"Ecosystem summer survey 4VWX 5Yb; Ager1_Reading2 is LC",NA,"DK",NA,NA,NA,NA,"Derek Knox and Claire Mussells",NA
"184",20200657,470,NA,2020-08-03,60,2,3,1,4549.23,5857.26,NA,"Alfred Needler",NA,NA,NA,NA,"NED2020025",174,"Ecosystem summer survey 4VWX 5Yb",NA,"DK",NA,NA,NA,NA,"Derek Knox",NA
"185",20200043,511,NA,2020-06-01,60,4,2,1,4415.13,6701.99,"Ken Dougan, Connors","Brunswick Provider",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 1 of 2","Connors #10, Blacks Harbour","DK",NA,22000,NA,NA,"Derek Knox",NA
"186",20200044,511,NA,2020-06-01,60,5,2,0,4415.13,6701.99,"Ed Blackier","Brunswick Provider",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 2 of 2, Tally #1","Atlantic Catch Data",NA,NA,22000,NA,NA,NA,NA
"187",20200045,511,NA,2020-06-01,60,4,2,0,4417,6658,"Ken Dougan, Connors","Canada 100",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 1 of 2","Connors #10, Blacks Harbour",NA,NA,9000,NA,NA,NA,NA
"188",20200046,511,NA,2020-06-01,60,5,2,0,4417,6658,"Ed Blackier","Canada 100",NA,NA,NA,NA,NA,NA,"NE Bank, 5YB, 2 of 2, Tally #2","Atlantic Catch Data",NA,NA,9000,NA,NA,NA,NA
